,location,bed,area,location_rank
4465,gbagada,3,soluyi,38
4467,gbagada,3,soluyi,38
4469,gbagada,2,soluyi,29
4470,gbagada,2,soluyi,29
4471,gbagada,1,soluyi,17
4472,gbagada,1,soluyi,17
4474,gbagada,1,soluyi,17
4475,gbagada,1,soluyi,17
4478,gbagada,2,soluyi,29
4479,gbagada,3,soluyi,38
4480,gbagada,2,soluyi,29
4481,gbagada,2,soluyi,29
4483,gbagada,1,soluyi,17
4484,gbagada,2,soluyi,29
4485,gbagada,2,soluyi,29
4486,gbagada,3,soluyi,38
4488,gbagada,1,soluyi,17
4489,gbagada,2,soluyi,29
4491,gbagada,3,soluyi,38
4492,gbagada,2,soluyi,29
4494,gbagada,2,soluyi,29
4495,gbagada,3,soluyi,38
4496,gbagada,2,soluyi,29
4498,gbagada,1,soluyi,17
4499,gbagada,1,soluyi,17
4501,gbagada,2,soluyi,29
4502,gbagada,3,soluyi,38
4504,gbagada,2,soluyi,29
4506,gbagada,3,soluyi,38
4507,gbagada,1,soluyi,17
4508,gbagada,3,soluyi,38
4510,gbagada,1,soluyi,17
4511,gbagada,3,soluyi,38
4512,gbagada,2,soluyi,29
4515,gbagada,3,soluyi,38
4517,gbagada,1,soluyi,17
4519,gbagada,1,soluyi,17
4520,gbagada,3,soluyi,38
4521,gbagada,2,soluyi,29
4523,gbagada,3,soluyi,38
4526,gbagada,3,soluyi,38
4527,gbagada,3,soluyi,38
4528,gbagada,3,soluyi,38
4529,gbagada,2,soluyi,29
4530,gbagada,2,soluyi,29
4531,gbagada,2,soluyi,29
4532,gbagada,2,soluyi,29
4533,gbagada,3,soluyi,38
4534,gbagada,3,soluyi,38
4535,gbagada,1,soluyi,17
4536,gbagada,3,soluyi,38
4537,gbagada,2,soluyi,29
4538,gbagada,2,soluyi,29
4539,gbagada,3,soluyi,38
4540,gbagada,2,soluyi,29
4541,gbagada,3,soluyi,38
4542,gbagada,3,soluyi,38
4543,gbagada,2,soluyi,29
4544,gbagada,2,soluyi,29
4546,gbagada,3,soluyi,38
4547,gbagada,3,soluyi,38
4549,gbagada,2,soluyi,29
4551,gbagada,3,soluyi,38
4552,gbagada,2,soluyi,29
4553,gbagada,3,soluyi,38
4554,gbagada,2,soluyi,29
4556,gbagada,4,soluyi,48
4557,gbagada,3,soluyi,38
4558,gbagada,3,soluyi,38
4559,gbagada,1,soluyi,17
4561,gbagada,1,soluyi,17
4562,gbagada,1,soluyi,17
4564,gbagada,2,soluyi,29
4565,gbagada,3,soluyi,38
4567,gbagada,3,soluyi,38
4568,gbagada,4,soluyi,48
4569,gbagada,4,soluyi,48
4570,gbagada,3,soluyi,38
4573,gbagada,3,soluyi,38
4574,gbagada,3,soluyi,38
4576,gbagada,3,soluyi,38
4578,gbagada,2,soluyi,29
4579,gbagada,3,soluyi,38
4580,gbagada,1,soluyi,17
4582,gbagada,3,soluyi,38
4583,gbagada,3,soluyi,38
4584,gbagada,1,soluyi,17
4586,gbagada,1,soluyi,17
4588,gbagada,2,soluyi,29
4589,gbagada,3,soluyi,38
4590,gbagada,3,soluyi,38
4592,gbagada,1,soluyi,17
4593,gbagada,3,soluyi,38
4596,gbagada,1,soluyi,17
4597,gbagada,1,soluyi,17
4599,gbagada,2,soluyi,29
4600,gbagada,2,soluyi,29
4602,gbagada,3,soluyi,38
4603,gbagada,1,soluyi,17
4605,gbagada,1,soluyi,17
4606,gbagada,2,soluyi,29
4609,gbagada,1,soluyi,17
4610,gbagada,3,soluyi,38
4612,gbagada,3,soluyi,38
4613,gbagada,3,soluyi,38
4614,gbagada,3,soluyi,38
4615,gbagada,2,soluyi,29
4616,gbagada,3,soluyi,38
4617,gbagada,3,soluyi,38
4618,gbagada,3,soluyi,38
4619,gbagada,2,soluyi,29
4620,gbagada,1,soluyi,17
4621,gbagada,3,soluyi,38
4623,gbagada,2,soluyi,29
4624,gbagada,2,soluyi,29
4625,gbagada,2,soluyi,29
4628,gbagada,2,soluyi,29
4630,gbagada,3,soluyi,38
4631,gbagada,3,soluyi,38
4632,gbagada,4,soluyi,48
4633,gbagada,3,soluyi,38
4635,gbagada,2,soluyi,29
4638,gbagada,3,soluyi,38
4639,gbagada,1,soluyi,17
4641,gbagada,2,soluyi,29
4642,gbagada,3,soluyi,38
4643,gbagada,4,soluyi,48
4644,gbagada,2,soluyi,29
4645,gbagada,2,soluyi,29
4646,gbagada,1,soluyi,17
4647,gbagada,1,soluyi,17
4651,gbagada,1,soluyi,17
4652,gbagada,2,soluyi,29
4653,gbagada,3,soluyi,38
4654,gbagada,3,soluyi,38
4655,gbagada,2,soluyi,29
4656,gbagada,3,soluyi,38
4657,gbagada,3,soluyi,38
4658,gbagada,3,soluyi,38
4660,gbagada,4,soluyi,48
4662,gbagada,1,soluyi,17
4663,gbagada,2,soluyi,29
4664,gbagada,1,soluyi,17
4665,gbagada,3,soluyi,38
4666,gbagada,1,soluyi,17
4669,gbagada,3,soluyi,38
4670,gbagada,1,soluyi,17
4672,gbagada,1,soluyi,17
4673,gbagada,3,soluyi,38
4674,gbagada,3,soluyi,38
4675,gbagada,3,soluyi,38
4677,gbagada,3,soluyi,38
4678,gbagada,1,soluyi,17
4682,gbagada,3,soluyi,38
4683,gbagada,2,soluyi,29
4684,gbagada,1,soluyi,17
4685,gbagada,3,soluyi,38
4686,gbagada,3,soluyi,38
4687,gbagada,3,soluyi,38
4852,yaba,1,abule-ijesha,14
4853,yaba,2,abule-ijesha,24
4854,yaba,1,abule-ijesha,14
4855,yaba,2,abule-ijesha,24
4856,yaba,1,abule-ijesha,14
4861,yaba,1,abule-ijesha,14
4869,yaba,2,abule-ijesha,24
4870,yaba,1,abule-ijesha,14
4872,yaba,1,abule-ijesha,14
4876,yaba,1,abule-ijesha,14
4877,yaba,2,abule-ijesha,24
4878,yaba,1,abule-ijesha,14
4879,yaba,1,abule-ijesha,14
4880,yaba,2,abule-ijesha,24
4882,yaba,2,abule-ijesha,24
4884,yaba,1,abule-ijesha,14
4885,yaba,2,abule-ijesha,24
4886,yaba,1,abule-ijesha,14
4887,yaba,1,abule-ijesha,14
4889,yaba,2,abule-ijesha,24
4892,yaba,1,abule-ijesha,14
4895,yaba,1,abule-ijesha,14
4896,yaba,1,abule-ijesha,14
4899,yaba,2,abule-ijesha,24
4900,yaba,2,abule-ijesha,24
4903,yaba,2,abule-ijesha,24
4906,yaba,1,abule-ijesha,14
4908,yaba,1,abule-ijesha,14
4910,yaba,2,abule-ijesha,24
4912,yaba,1,abule-ijesha,14
4913,yaba,1,abule-ijesha,14
4915,yaba,1,abule-ijesha,14
4917,yaba,1,abule-ijesha,14
4919,yaba,1,abule-ijesha,14
4924,yaba,2,abule-ijesha,24
4925,yaba,1,abule-ijesha,14
4926,yaba,1,abule-ijesha,14
4927,yaba,2,abule-ijesha,24
4932,yaba,2,abule-ijesha,24
4933,yaba,1,abule-ijesha,14
4936,yaba,2,abule-ijesha,24
4937,yaba,2,abule-ijesha,24
4938,yaba,2,abule-ijesha,24
4939,yaba,1,abule-ijesha,14
4941,yaba,1,abule-ijesha,14
4942,yaba,1,abule-ijesha,14
4946,yaba,1,abule-ijesha,14
4947,yaba,1,abule-ijesha,14
4948,yaba,1,abule-ijesha,14
4950,yaba,2,abule-ijesha,24
4951,yaba,2,abule-ijesha,24
4953,yaba,1,abule-ijesha,14
4954,yaba,1,abule-ijesha,14
4955,yaba,2,abule-ijesha,24
4957,yaba,2,abule-ijesha,24
4958,yaba,2,abule-ijesha,24
4960,yaba,1,abule-ijesha,14
4961,yaba,2,abule-ijesha,24
4962,yaba,3,abule-ijesha,35
4964,yaba,1,abule-ijesha,14
4966,yaba,1,abule-ijesha,14
4970,yaba,1,abule-ijesha,14
4971,yaba,1,abule-ijesha,14
4972,yaba,1,abule-ijesha,14
4973,yaba,1,abule-ijesha,14
4974,yaba,1,abule-ijesha,14
4975,yaba,1,abule-ijesha,14
4976,yaba,1,abule-ijesha,14
4977,yaba,1,abule-ijesha,14
4978,yaba,1,abule-ijesha,14
4980,yaba,2,abule-ijesha,24
4981,yaba,1,abule-ijesha,14
4985,yaba,3,abule-ijesha,35
4988,yaba,1,abule-ijesha,14
4989,yaba,2,abule-ijesha,24
4990,yaba,2,abule-ijesha,24
4991,yaba,2,abule-ijesha,24
4992,yaba,2,abule-ijesha,24
4993,yaba,1,abule-ijesha,14
4994,yaba,1,abule-ijesha,14
4995,yaba,2,abule-ijesha,24
4996,yaba,2,abule-ijesha,24
4998,yaba,1,abule-ijesha,14
5000,yaba,1,abule-ijesha,14
5001,yaba,1,abule-ijesha,14
5003,yaba,1,abule-ijesha,14
5006,yaba,1,abule-ijesha,14
5008,yaba,1,abule-ijesha,14
5009,yaba,1,abule-ijesha,14
5010,yaba,1,abule-ijesha,14
5016,yaba,2,abule-ijesha,24
5017,yaba,1,abule-ijesha,14
5018,yaba,1,abule-ijesha,14
5021,yaba,2,abule-ijesha,24
5023,yaba,2,abule-ijesha,24
5025,yaba,1,abule-ijesha,14
5026,yaba,1,abule-ijesha,14
5027,yaba,1,abule-ijesha,14
5029,yaba,2,abule-ijesha,24
5030,yaba,1,abule-ijesha,14
5031,yaba,1,abule-ijesha,14
5033,yaba,3,abule-ijesha,35
5034,yaba,3,abule-ijesha,35
5035,yaba,1,abule-ijesha,14
5037,yaba,1,abule-ijesha,14
5039,yaba,1,abule-ijesha,14
5040,yaba,1,abule-ijesha,14
5041,yaba,1,abule-ijesha,14
5042,yaba,1,abule-ijesha,14
5043,yaba,1,abule-ijesha,14
5044,yaba,1,abule-ijesha,14
5045,yaba,1,abule-ijesha,14
5046,yaba,1,abule-ijesha,14
5050,yaba,2,abule-ijesha,24
5051,yaba,1,abule-ijesha,14
5053,yaba,1,abule-ijesha,14
5054,yaba,1,abule-ijesha,14
5055,yaba,1,abule-ijesha,14
5057,yaba,1,abule-ijesha,14
5058,yaba,2,abule-ijesha,24
5060,yaba,1,abule-ijesha,14
5063,yaba,1,abule-ijesha,14
5064,yaba,3,abule-ijesha,35
5066,yaba,1,abule-ijesha,14
5068,yaba,1,abule-ijesha,14
5071,yaba,1,abule-ijesha,14
5072,yaba,1,abule-ijesha,14
5073,yaba,1,abule-ijesha,14
5074,yaba,1,abule-ijesha,14
5075,yaba,1,abule-ijesha,14
5076,yaba,2,abule-ijesha,24
5077,yaba,1,abule-ijesha,14
5079,yaba,3,abule-ijesha,35
5082,yaba,1,abule-ijesha,14
5083,yaba,1,abule-ijesha,14
5086,yaba,1,abule-ijesha,14
5088,yaba,1,abule-ijesha,14
5089,yaba,1,abule-ijesha,14
5090,yaba,1,abule-ijesha,14
5092,yaba,1,abule-ijesha,14
5093,yaba,1,abule-ijesha,14
5094,yaba,1,abule-ijesha,14
5095,yaba,1,abule-ijesha,14
5099,yaba,1,abule-ijesha,14
5102,yaba,1,abule-ijesha,14
5104,yaba,1,abule-ijesha,14
5105,yaba,1,abule-ijesha,14
5189,yaba,1,abule-oja,10
5191,yaba,1,abule-oja,10
5192,yaba,1,abule-oja,10
5194,yaba,1,abule-oja,10
5195,yaba,1,abule-oja,10
5197,yaba,1,abule-oja,10
5200,yaba,1,abule-oja,10
5201,yaba,1,abule-oja,10
5202,yaba,1,abule-oja,10
5203,yaba,1,abule-oja,10
5204,yaba,2,abule-oja,29
5206,yaba,1,abule-oja,10
5208,yaba,3,abule-oja,40
5209,yaba,1,abule-oja,10
5212,yaba,1,abule-oja,10
5213,yaba,1,abule-oja,10
5214,yaba,1,abule-oja,10
5216,yaba,1,abule-oja,10
5218,yaba,3,abule-oja,40
5219,yaba,1,abule-oja,10
5220,yaba,1,abule-oja,10
5222,yaba,1,abule-oja,10
5223,yaba,1,abule-oja,10
5226,yaba,1,abule-oja,10
5227,yaba,1,abule-oja,10
5230,yaba,1,abule-oja,10
5231,yaba,1,abule-oja,10
5232,yaba,1,abule-oja,10
5234,yaba,1,abule-oja,10
5235,yaba,1,abule-oja,10
5236,yaba,1,abule-oja,10
5239,yaba,4,abule-oja,52
5240,yaba,2,abule-oja,29
5241,yaba,1,abule-oja,10
5245,yaba,1,abule-oja,10
5246,yaba,1,abule-oja,10
5249,yaba,1,abule-oja,10
5258,yaba,1,abule-oja,10
5263,yaba,1,abule-oja,10
5265,yaba,1,abule-oja,10
5266,yaba,2,abule-oja,29
5267,yaba,1,abule-oja,10
5268,yaba,1,abule-oja,10
5269,yaba,1,abule-oja,10
5270,yaba,1,abule-oja,10
5273,yaba,1,abule-oja,10
5278,yaba,1,abule-oja,10
5281,yaba,2,abule-oja,29
5282,yaba,1,abule-oja,10
5285,yaba,1,abule-oja,10
5290,yaba,1,abule-oja,10
5293,yaba,1,abule-oja,10
5294,yaba,1,abule-oja,10
5295,yaba,1,abule-oja,10
5297,yaba,1,abule-oja,10
5298,yaba,1,abule-oja,10
5299,yaba,1,abule-oja,10
5305,yaba,1,abule-oja,10
5306,yaba,1,abule-oja,10
5308,yaba,1,abule-oja,10
5312,yaba,1,abule-oja,10
5313,yaba,1,abule-oja,10
5314,yaba,1,abule-oja,10
5318,yaba,1,abule-oja,10
5319,yaba,1,abule-oja,10
5320,yaba,1,abule-oja,10
5321,yaba,1,abule-oja,10
5323,yaba,1,abule-oja,10
5326,yaba,1,abule-oja,10
5327,yaba,1,abule-oja,10
5328,yaba,1,abule-oja,10
5329,yaba,1,abule-oja,10
5330,yaba,1,abule-oja,10
5331,yaba,1,abule-oja,10
5333,yaba,2,abule-oja,29
5335,yaba,1,abule-oja,10
5336,yaba,1,abule-oja,10
5338,yaba,1,abule-oja,10
5339,yaba,1,abule-oja,10
5340,yaba,1,abule-oja,10
5341,yaba,1,abule-oja,10
5342,yaba,1,abule-oja,10
5346,yaba,1,abule-oja,10
5347,yaba,1,abule-oja,10
5348,yaba,1,abule-oja,10
5358,yaba,1,abule-oja,10
5360,yaba,1,abule-oja,10
5362,yaba,1,abule-oja,10
5363,yaba,1,abule-oja,10
5368,yaba,1,abule-oja,10
5370,yaba,3,abule-oja,40
5371,yaba,2,abule-oja,29
5376,yaba,3,abule-oja,40
5377,yaba,3,abule-oja,40
5378,yaba,2,abule-oja,29
5379,yaba,1,abule-oja,10
5380,yaba,3,abule-oja,40
5381,yaba,3,abule-oja,40
5383,yaba,1,abule-oja,10
5386,yaba,3,abule-oja,40
5388,yaba,1,abule-oja,10
5389,yaba,1,abule-oja,10
5390,yaba,1,abule-oja,10
5393,yaba,1,abule-oja,10
5394,yaba,1,abule-oja,10
5397,yaba,3,abule-oja,40
5400,yaba,1,abule-oja,10
5404,yaba,2,abule-oja,29
5405,yaba,2,abule-oja,29
5408,yaba,3,abule-oja,40
5409,yaba,2,abule-oja,29
5410,yaba,1,abule-oja,10
5411,yaba,1,abule-oja,10
5412,yaba,1,abule-oja,10
5413,yaba,1,abule-oja,10
5415,yaba,1,abule-oja,10
5416,yaba,2,abule-oja,29
5418,yaba,1,abule-oja,10
5426,yaba,1,abule-oja,10
5430,yaba,1,abule-oja,10
5432,yaba,1,abule-oja,10
5433,yaba,1,abule-oja,10
5434,yaba,1,abule-oja,10
5437,yaba,1,abule-oja,10
5438,yaba,2,abule-oja,29
5439,yaba,1,abule-oja,10
5441,yaba,1,abule-oja,10
5443,yaba,1,abule-oja,10
5445,yaba,1,abule-oja,10
5447,yaba,1,abule-oja,10
5449,yaba,1,abule-oja,10
5453,yaba,1,abule-oja,10
5454,yaba,1,abule-oja,10
5455,yaba,1,abule-oja,10
5456,yaba,1,abule-oja,10
5461,yaba,1,abule-oja,10
5463,yaba,1,abule-oja,10
5464,yaba,1,abule-oja,10
5467,yaba,2,abule-oja,29
5468,yaba,1,abule-oja,10
5470,yaba,4,abule-oja,52
5471,yaba,3,abule-oja,40
5472,yaba,3,abule-oja,40
5475,yaba,1,abule-oja,10
5480,yaba,1,abule-oja,10
5481,yaba,1,abule-oja,10
5482,yaba,2,abule-oja,29
5483,yaba,1,abule-oja,10
5491,yaba,1,abule-oja,10
5492,yaba,2,abule-oja,29
5493,yaba,1,abule-oja,10
5495,yaba,1,abule-oja,10
5496,yaba,1,abule-oja,10
5497,yaba,1,abule-oja,10
5504,yaba,1,abule-oja,10
5506,yaba,1,abule-oja,10
5507,yaba,2,abule-oja,29
5508,yaba,1,abule-oja,10
5510,yaba,1,abule-oja,10
5512,yaba,1,abule-oja,10
5513,yaba,1,abule-oja,10
5514,yaba,1,abule-oja,10
5515,yaba,1,abule-oja,10
5516,yaba,1,abule-oja,10
5517,yaba,1,abule-oja,10
5518,yaba,1,abule-oja,10
5520,yaba,2,abule-oja,29
5525,yaba,1,abule-oja,10
5526,yaba,1,abule-oja,10
5672,yaba,2,adekunle,35
5676,yaba,1,adekunle,18
5677,yaba,2,adekunle,35
5681,yaba,2,adekunle,35
5682,yaba,2,adekunle,35
5684,yaba,2,adekunle,35
5686,yaba,2,adekunle,35
5692,yaba,1,adekunle,18
5694,yaba,3,adekunle,45
5697,yaba,2,adekunle,35
5699,yaba,1,adekunle,18
5701,yaba,3,adekunle,45
5703,yaba,2,adekunle,35
5704,yaba,1,adekunle,18
5705,yaba,2,adekunle,35
5706,yaba,2,adekunle,35
5707,yaba,3,adekunle,45
5708,yaba,3,adekunle,45
5709,yaba,1,adekunle,18
5710,yaba,2,adekunle,35
5712,yaba,2,adekunle,35
5714,yaba,3,adekunle,45
5715,yaba,3,adekunle,45
5719,yaba,1,adekunle,18
5720,yaba,1,adekunle,18
5722,yaba,1,adekunle,18
5723,yaba,2,adekunle,35
5724,yaba,1,adekunle,18
5725,yaba,2,adekunle,35
5726,yaba,1,adekunle,18
5727,yaba,2,adekunle,35
5729,yaba,2,adekunle,35
5730,yaba,3,adekunle,45
5733,yaba,1,adekunle,18
5734,yaba,3,adekunle,45
5737,yaba,3,adekunle,45
5739,yaba,2,adekunle,35
5741,yaba,1,adekunle,18
5743,yaba,2,adekunle,35
5744,yaba,3,adekunle,45
5745,yaba,3,adekunle,45
5746,yaba,3,adekunle,45
5750,yaba,3,adekunle,45
5751,yaba,2,adekunle,35
5754,yaba,1,adekunle,18
5756,yaba,2,adekunle,35
5758,yaba,2,adekunle,35
5759,yaba,1,adekunle,18
5760,yaba,1,adekunle,18
5764,yaba,2,adekunle,35
5766,yaba,2,adekunle,35
5767,yaba,3,adekunle,45
5768,yaba,2,adekunle,35
5769,yaba,2,adekunle,35
5770,yaba,3,adekunle,45
5773,yaba,1,adekunle,18
5774,yaba,2,adekunle,35
5775,yaba,1,adekunle,18
5776,yaba,2,adekunle,35
5777,yaba,2,adekunle,35
5778,yaba,3,adekunle,45
5779,yaba,3,adekunle,45
5780,yaba,3,adekunle,45
5782,yaba,2,adekunle,35
5785,yaba,3,adekunle,45
5786,yaba,4,adekunle,61
5787,yaba,3,adekunle,45
5788,yaba,2,adekunle,35
5789,yaba,2,adekunle,35
5793,yaba,2,adekunle,35
5794,yaba,2,adekunle,35
5795,yaba,3,adekunle,45
5796,yaba,2,adekunle,35
5797,yaba,2,adekunle,35
5798,yaba,1,adekunle,18
5799,yaba,3,adekunle,45
5801,yaba,2,adekunle,35
5802,yaba,3,adekunle,45
5804,yaba,2,adekunle,35
5807,yaba,3,adekunle,45
5808,yaba,3,adekunle,45
5810,yaba,2,adekunle,35
5811,yaba,2,adekunle,35
5812,yaba,2,adekunle,35
5813,yaba,1,adekunle,18
5814,yaba,3,adekunle,45
5815,yaba,1,adekunle,18
5818,yaba,1,adekunle,18
5821,yaba,1,adekunle,18
5824,yaba,1,adekunle,18
5830,yaba,1,adekunle,18
5831,yaba,3,adekunle,45
5835,yaba,3,adekunle,45
5837,yaba,2,adekunle,35
5838,yaba,3,adekunle,45
5839,yaba,3,adekunle,45
5840,yaba,3,adekunle,45
5841,yaba,3,adekunle,45
5843,yaba,2,adekunle,35
5844,yaba,1,adekunle,18
5845,yaba,1,adekunle,18
5853,yaba,3,adekunle,45
5854,yaba,1,adekunle,18
5855,yaba,1,adekunle,18
5857,yaba,2,adekunle,35
5858,yaba,2,adekunle,35
5863,yaba,2,adekunle,35
5867,yaba,2,adekunle,35
5871,yaba,2,adekunle,35
5874,yaba,2,adekunle,35
5875,yaba,3,adekunle,45
5876,yaba,1,adekunle,18
5877,yaba,1,adekunle,18
5878,yaba,1,adekunle,18
5879,yaba,2,adekunle,35
5880,yaba,2,adekunle,35
5881,yaba,3,adekunle,45
5882,yaba,1,adekunle,18
5883,yaba,3,adekunle,45
5884,yaba,1,adekunle,18
5886,yaba,1,adekunle,18
5887,yaba,1,adekunle,18
5891,yaba,3,adekunle,45
5892,yaba,1,adekunle,18
5893,yaba,3,adekunle,45
5894,yaba,1,adekunle,18
5898,yaba,1,adekunle,18
5900,yaba,2,adekunle,35
5903,yaba,1,adekunle,18
5904,yaba,3,adekunle,45
5905,yaba,1,adekunle,18
5906,yaba,1,adekunle,18
5907,yaba,1,adekunle,18
5909,yaba,1,adekunle,18
5913,yaba,1,adekunle,18
5914,yaba,1,adekunle,18
5916,yaba,3,adekunle,45
5919,yaba,3,adekunle,45
5921,yaba,2,adekunle,35
5922,yaba,1,adekunle,18
5924,yaba,1,adekunle,18
5927,yaba,1,adekunle,18
5928,yaba,3,adekunle,45
5932,yaba,3,adekunle,45
5935,yaba,4,adekunle,61
5938,yaba,3,adekunle,45
5939,yaba,1,adekunle,18
5940,yaba,1,adekunle,18
5941,yaba,2,adekunle,35
5942,yaba,2,adekunle,35
5943,yaba,1,adekunle,18
5944,yaba,2,adekunle,35
5945,yaba,1,adekunle,18
5948,yaba,3,adekunle,45
5950,yaba,3,adekunle,45
5951,yaba,1,adekunle,18
5953,yaba,1,adekunle,18
5955,yaba,3,adekunle,45
5956,yaba,4,adekunle,61
5957,yaba,3,adekunle,45
6027,yaba,3,akoka,35
6029,yaba,2,akoka,26
6030,yaba,4,akoka,50
6034,yaba,3,akoka,35
6035,yaba,2,akoka,26
6037,yaba,1,akoka,13
6038,yaba,2,akoka,26
6039,yaba,3,akoka,35
6046,yaba,2,akoka,26
6055,yaba,1,akoka,13
6056,yaba,2,akoka,26
6063,yaba,1,akoka,13
6068,yaba,2,akoka,26
6070,yaba,3,akoka,35
6073,yaba,1,akoka,13
6079,yaba,3,akoka,35
6080,yaba,1,akoka,13
6084,yaba,3,akoka,35
6088,yaba,1,akoka,13
6090,yaba,2,akoka,26
6091,yaba,1,akoka,13
6093,yaba,2,akoka,26
6096,yaba,1,akoka,13
6097,yaba,2,akoka,26
6100,yaba,1,akoka,13
6101,yaba,2,akoka,26
6104,yaba,2,akoka,26
6105,yaba,3,akoka,35
6106,yaba,1,akoka,13
6107,yaba,3,akoka,35
6108,yaba,1,akoka,13
6113,yaba,1,akoka,13
6119,yaba,1,akoka,13
6121,yaba,1,akoka,13
6123,yaba,1,akoka,13
6124,yaba,2,akoka,26
6126,yaba,3,akoka,35
6127,yaba,2,akoka,26
6129,yaba,2,akoka,26
6130,yaba,3,akoka,35
6131,yaba,3,akoka,35
6132,yaba,2,akoka,26
6134,yaba,3,akoka,35
6137,yaba,1,akoka,13
6138,yaba,1,akoka,13
6139,yaba,2,akoka,26
6140,yaba,1,akoka,13
6143,yaba,3,akoka,35
6145,yaba,2,akoka,26
6148,yaba,1,akoka,13
6149,yaba,2,akoka,26
6150,yaba,1,akoka,13
6153,yaba,1,akoka,13
6154,yaba,3,akoka,35
6157,yaba,2,akoka,26
6161,yaba,3,akoka,35
6166,yaba,3,akoka,35
6167,yaba,1,akoka,13
6168,yaba,1,akoka,13
6169,yaba,3,akoka,35
6170,yaba,2,akoka,26
6175,yaba,3,akoka,35
6177,yaba,3,akoka,35
6179,yaba,1,akoka,13
6185,yaba,2,akoka,26
6187,yaba,2,akoka,26
6188,yaba,3,akoka,35
6193,yaba,1,akoka,13
6194,yaba,2,akoka,26
6195,yaba,2,akoka,26
6197,yaba,1,akoka,13
6198,yaba,1,akoka,13
6199,yaba,1,akoka,13
6200,yaba,1,akoka,13
6201,yaba,1,akoka,13
6202,yaba,2,akoka,26
6205,yaba,4,akoka,50
6206,yaba,1,akoka,13
6208,yaba,2,akoka,26
6210,yaba,1,akoka,13
6212,yaba,3,akoka,35
6213,yaba,3,akoka,35
6214,yaba,2,akoka,26
6215,yaba,2,akoka,26
6216,yaba,2,akoka,26
6218,yaba,3,akoka,35
6219,yaba,1,akoka,13
6221,yaba,2,akoka,26
6222,yaba,3,akoka,35
6224,yaba,1,akoka,13
6227,yaba,1,akoka,13
6228,yaba,3,akoka,35
6229,yaba,1,akoka,13
6230,yaba,2,akoka,26
6231,yaba,3,akoka,35
6232,yaba,3,akoka,35
6234,yaba,1,akoka,13
6235,yaba,1,akoka,13
6238,yaba,3,akoka,35
6241,yaba,2,akoka,26
6242,yaba,2,akoka,26
6243,yaba,3,akoka,35
6244,yaba,3,akoka,35
6245,yaba,1,akoka,13
6247,yaba,3,akoka,35
6248,yaba,2,akoka,26
6252,yaba,3,akoka,35
6254,yaba,3,akoka,35
6255,yaba,2,akoka,26
6256,yaba,2,akoka,26
6263,yaba,3,akoka,35
6266,yaba,1,akoka,13
6270,yaba,3,akoka,35
6272,yaba,3,akoka,35
6274,yaba,2,akoka,26
6275,yaba,3,akoka,35
6276,yaba,1,akoka,13
6277,yaba,2,akoka,26
6278,yaba,2,akoka,26
6280,yaba,1,akoka,13
6285,yaba,1,akoka,13
6287,yaba,1,akoka,13
6291,yaba,3,akoka,35
6296,yaba,1,akoka,13
6297,yaba,3,akoka,35
6298,yaba,3,akoka,35
6299,yaba,3,akoka,35
6300,yaba,1,akoka,13
6301,yaba,1,akoka,13
6302,yaba,1,akoka,13
6303,yaba,2,akoka,26
6305,yaba,2,akoka,26
6310,yaba,1,akoka,13
6311,yaba,1,akoka,13
6312,yaba,1,akoka,13
6320,yaba,3,akoka,35
6321,yaba,1,akoka,13
6322,yaba,2,akoka,26
6323,yaba,2,akoka,26
6325,yaba,3,akoka,35
6333,yaba,1,akoka,13
6335,yaba,2,akoka,26
6337,yaba,3,akoka,35
6338,yaba,2,akoka,26
6340,yaba,1,akoka,13
6342,yaba,1,akoka,13
6344,yaba,1,akoka,13
6345,yaba,1,akoka,13
6347,yaba,1,akoka,13
6348,yaba,2,akoka,26
6349,yaba,2,akoka,26
6350,yaba,3,akoka,35
6352,yaba,1,akoka,13
6353,yaba,1,akoka,13
6354,yaba,1,akoka,13
6356,yaba,2,akoka,26
6358,yaba,3,akoka,35
6359,yaba,3,akoka,35
6362,yaba,2,akoka,26
6363,yaba,1,akoka,13
6364,yaba,3,akoka,35
6365,yaba,1,akoka,13
6366,yaba,1,akoka,13
6367,yaba,1,akoka,13
6369,yaba,1,akoka,13
6370,yaba,1,akoka,13
6373,yaba,2,akoka,26
6374,yaba,2,akoka,26
6375,yaba,2,akoka,26
6376,yaba,1,akoka,13
6377,yaba,1,akoka,13
6378,yaba,1,akoka,13
6379,yaba,2,akoka,26
6380,yaba,1,akoka,13
6381,yaba,1,akoka,13
6382,yaba,1,akoka,13
6383,yaba,1,akoka,13
6384,yaba,1,akoka,13
6385,yaba,3,akoka,35
6386,yaba,4,akoka,50
6391,yaba,3,akoka,35
6392,yaba,2,akoka,26
6394,yaba,2,akoka,26
6395,yaba,1,akoka,13
6397,yaba,1,akoka,13
6398,yaba,1,akoka,13
6400,yaba,2,akoka,26
6401,yaba,1,akoka,13
6402,yaba,1,akoka,13
6405,yaba,1,akoka,13
6407,yaba,4,akoka,50
6409,yaba,3,akoka,35
6410,yaba,1,akoka,13
6411,yaba,1,akoka,13
6412,yaba,1,akoka,13
6413,yaba,3,akoka,35
6415,yaba,3,akoka,35
6417,yaba,1,akoka,13
6418,yaba,4,akoka,50
6419,yaba,1,akoka,13
6420,yaba,1,akoka,13
6421,yaba,1,akoka,13
6422,yaba,1,akoka,13
